Country,Year,Country_Code,Continent,Region,Population,GDP_Per_Capita,Per_Capita_Sugar_Consumption,Total_Sugar_Consumption,Sugar_From_Sugarcane,Sugar_From_Beet,Sugar_From_HFCS,Processed_Food_Consumption,Avg_Daily_Sugar_Intake,Diabetes_Prevalence,Obesity_Rate,Sugar_Imports,Sugar_Exports,Avg_Retail_Price_Per_Kg,Gov_Tax,Gov_Subsidies,Education_Campaign,Urbanization_Rate,Climate_Conditions,Sugarcane_Production_Yield
India,2023,IND,Asia,South Asia,44444027.14,2800.24,47.85,2126571.89,61.75,11.28,7.16,92.61,131.1,12.33,35.68,2287312.69,5522184.14,3.16,0,0,0,60.73,3,53.06
Australia,2007,AUS,Oceania,Australia & New Zealand,150222123.7,4393.08,23.14,3476521.81,77.01,6.24,57.21,246.5,63.41,6.42,23.86,9570520.67,9705207.18,4.18,0,0,1,59.76,5,58.82
Mexico,1988,MEX,North America,Central America,227184483.9,21473.94,12.85,2919473.44,84.47,15.4,32.82,159.5,35.21,11.47,15.21,4475060.86,3921918.78,3.3,1,1,1,32.11,1,75.65
Mexico,1995,MEX,North America,Central America,90004975.91,41410.94,10.29,926543.12,80.01,10.47,40.99,203.18,28.21,3.22,8.11,1349831.5,8754638.58,1.95,0,1,1,76.48,1,58.78
Mexico,1997,MEX,North America,Central America,194776417.7,15895.87,17.57,3422378,74.5,28.38,36.71,117.19,48.14,15.24,11.34,8719277.19,4769204.7,1.99,0,0,0,57.1,1,89.1
Australia,1966,AUS,Oceania,Australia & New Zealand,60510763.71,38423.23,36.38,2201618.84,64.02,14.74,33.9,249.5,99.69,13.19,19.59,9277763.26,2222006.42,3.68,0,0,0,35.65,5,86.57
Brazil,1982,BRA,South America,South America,108707613.1,19989.76,33.21,3610194.52,72.64,36.26,28.38,66.1,91,11.12,21.98,4350591.33,4944031.01,4.94,0,0,1,73.12,3,61.68
Mexico,2010,MEX,North America,Central America,117371874.5,6808.29,6.9,810413.59,85.58,6.73,53.07,36.07,18.92,3.99,21.49,9433468.52,3393116.92,0.67,0,1,0,48.57,2,30.08
India,2015,IND,Asia,South Asia,138563546.6,48412.94,62.08,8602094.8,76.17,13.41,42.95,145.22,170.1,4.43,13.75,885643.47,667236.5,2.99,0,0,1,48.37,2,58.81
Mexico,2001,MEX,North America,Central America,141306724.7,37739.22,25.66,3625234.85,88.05,33.52,13.02,146.21,70.29,13.84,38.66,8010939.22,1800228.43,3.77,0,0,0,39.62,4,95.68
South Africa,1988,ZAF,Africa,Sub-Saharan Africa,100161317,561.08,23.67,2370882.21,65.7,6.31,47.26,78.18,64.86,11,36.48,7151004.57,4960247.21,1.51,0,0,0,83.64,2,80.61
Russia,2023,RUS,Europe,Eastern Europe,240863423.8,24520.95,7.63,1836592.05,67.51,5.81,14.03,285.98,20.89,7.32,25.5,6211485.63,3623789.6,2.81,1,1,1,87.11,3,67.78
Japan,1963,JPN,Asia,East Asia,47161052.28,41787.98,11.93,562518.21,82.26,27.19,34.66,86.4,32.68,13.98,26.39,1924929.45,3288971.13,3.69,0,0,1,56.12,1,98.11
Germany,1979,DEU,Europe,Western Europe,274050490.8,26926.83,64.31,17624191.53,60.43,8.11,5.02,278.38,176.21,11.5,18.7,7999336.48,4149245.93,4.13,0,0,1,22.48,2,60.69
Germany,1964,DEU,Europe,Western Europe,100884385.6,27723.06,51.24,5169166.32,78.23,18.01,13.37,151.56,140.39,3.79,39.06,319996.34,5398502.23,3.82,0,1,0,67.21,2,63.47
South Africa,2005,ZAF,Africa,Sub-Saharan Africa,138821492,22661.13,67.3,9342474.67,61.94,5.07,53.45,136.78,184.4,15.22,37.09,2192298.51,3066631.72,4.14,0,0,0,39.31,3,85.59
Mexico,1970,MEX,North America,Central America,278840665.7,20054.42,33.63,9377421.89,73.75,17.68,21.71,243.11,92.15,14.13,6.48,5489606.25,4031510.13,0.53,0,0,1,15.36,1,36.49
South Africa,1961,ZAF,Africa,Sub-Saharan Africa,228610709.7,1856.14,62.14,14205218.83,81.04,16.13,48.35,153.44,170.26,13.28,18.02,4759528.19,6228879.39,2.37,0,0,0,65.72,4,98.2
Brazil,2023,BRA,South America,South America,23216427.71,31275.79,58.08,1348295.17,51.05,26.44,28.71,87.4,159.13,15.4,19.04,6905146.62,3313196.77,0.79,0,0,0,37.81,4,43.17
India,2000,IND,Asia,South Asia,173910760.8,38452.95,61.87,10760062,53.54,22.47,19.34,136.19,169.53,8.61,14.42,7930474.44,8692868.68,3.38,0,0,0,33.86,5,61.8
Germany,2013,DEU,Europe,Western Europe,93798498.63,39613.8,7.55,707711.59,87.37,28.75,33.99,137.5,20.67,13.15,20.43,8649817.71,8029668.39,1.6,0,0,0,87.61,1,36.56
South Africa,2003,ZAF,Africa,Sub-Saharan Africa,153037986.7,31419.49,47.41,7256069.29,82.63,37.75,32.04,95.6,129.91,15.22,20.78,9648883.13,1420912.45,0.56,0,0,1,15.03,3,76.04
Indonesia,1983,IDN,Asia,Southeast Asia,223147743.4,17393.22,41.83,9334466.76,85.08,32.83,59.09,131.91,114.62,13.24,32.19,5533792.91,8482959.54,0.7,0,0,1,84.29,4,35.32
Japan,2018,JPN,Asia,East Asia,149355701.3,1619.18,40.44,6039798.83,67.56,37.67,20.67,44.83,110.8,12.44,36.86,5805324.65,1805724.49,1.23,0,0,0,61.36,4,32.24
Indonesia,1992,IDN,Asia,Southeast Asia,22235541.21,44841.09,37.78,840168.99,78.65,6.9,39.22,282.65,103.53,7.5,23.47,5606571.39,1159085.77,2.21,0,0,0,46.24,1,32.97
India,2022,IND,Asia,South Asia,159464175.1,21737.79,56.74,9047754.17,89.93,39.66,41.37,195.59,155.46,7.71,14,8962467.62,9769866.52,3.06,1,1,0,44.96,4,57.83
Brazil,2006,BRA,South America,South America,105174397.9,10130.53,58.88,6192639.53,83.87,14.69,28.75,238.93,161.33,5.69,11.23,4973432.27,8687073.03,4.17,0,0,0,74.1,3,66.3
Australia,1965,AUS,Oceania,Australia & New Zealand,143931126.4,7526.81,61.58,8862659.75,53.17,19.12,47.01,87.25,168.72,3.97,17.29,6841708.75,2466687.05,2.02,0,0,0,27.72,5,31.31
Mexico,1983,MEX,North America,Central America,193757395.4,4797.48,36.45,7063169.29,71.75,32.42,46.09,182.92,99.88,11.16,23.73,3048728.31,9446926.83,1.6,0,0,0,78.43,3,60.44
France,1988,FRA,Europe,Western Europe,152355829.5,40038.88,49.89,7600971.78,63.33,38.4,57.54,275.18,136.7,7.53,38.31,1662527.56,9000946.44,3.94,0,0,0,78.82,1,75.53
Mexico,2008,MEX,North America,Central America,46432096.35,32499.81,32.01,1486369.49,70.92,24.4,58.62,231.93,87.71,12.22,21.41,472904.85,5378082.46,2.4,1,0,0,73.45,5,55.66
India,1991,IND,Asia,South Asia,279733051.6,31247.38,28.42,7949621.53,54.56,10.4,12.91,45.39,77.87,15.62,5.36,4147454.94,8423089.98,4.66,0,1,0,89.02,3,59.21
Australia,2012,AUS,Oceania,Australia & New Zealand,195439602.2,46010.19,63.19,12350471.63,64.71,12.49,39.27,168.28,173.15,6.27,8.86,3724119.36,3840625.01,2.12,1,0,0,68.06,2,31.69
China,2006,CHN,Asia,East Asia,95773367.75,8356.26,63.84,6114050.33,53.06,19.19,51.39,215.22,174.92,7.63,18.96,7586369.53,6020255.25,3.14,0,0,0,79.59,5,35.54
Australia,2005,AUS,Oceania,Australia & New Zealand,264890705.1,9878.72,59.46,15750333.07,67.67,13.34,8.56,39.16,162.92,12.01,16.31,1711122.94,8466631.39,3.26,0,1,0,89.76,2,32.47
France,2021,FRA,Europe,Western Europe,43903536.51,21456.79,28.42,1247898.44,63.19,34.76,56.95,52.93,77.88,15.57,35.49,980819.26,6517987.21,4.96,0,1,0,38.6,2,36.08
USA,2013,USA,North America,Northern America,168460766.2,44132.97,58.37,9832391.02,53.32,25.75,34.35,255.06,159.92,6.19,27.26,178305.91,122168.13,0.8,0,0,1,54.33,2,86.05
Brazil,2000,BRA,South America,South America,58649867.94,29734.09,30.87,1810713.1,83,21.78,39.26,258.8,84.59,14.19,18.76,746290.05,8347019.72,2.25,0,1,0,52.79,5,87.42
Indonesia,2017,IDN,Asia,Southeast Asia,70809067.01,33078.07,7.6,537999.87,64.2,37.32,52.77,81.41,20.82,11.41,32,7538235.86,2987377.47,1.13,0,0,0,50.89,3,41.54
Indonesia,1962,IDN,Asia,Southeast Asia,169568358.3,44939.24,27.96,4741876.16,57.97,27.01,48.22,171.89,76.62,10.7,39.95,7734729.67,1121653.98,0.95,0,0,1,23.25,2,41.03
Russia,1984,RUS,Europe,Eastern Europe,97065197.02,31398.84,30.88,2997855.68,60.9,16.62,56.07,151.4,84.62,13.95,16.66,3549998.3,2149886.61,4.17,0,0,0,32.72,1,48.83
Germany,1987,DEU,Europe,Western Europe,250614597.9,11875.08,15.05,3772088.79,86.08,27.35,47.24,251.95,41.24,3.34,28.37,329946.4,7962768.01,1.99,0,0,0,23.77,2,60.04
China,2016,CHN,Asia,East Asia,30224031.36,35393.25,27.37,827173.66,83,16.16,20.32,132.31,74.99,8.54,12.07,1288127.57,3993559.45,1.85,0,0,0,27.52,2,88.68
China,1976,CHN,Asia,East Asia,252325212.2,31949.56,60.8,15342546.65,55.89,21.98,9.34,178.52,166.6,4.48,38.99,9770166.98,6580379.17,4.9,1,1,1,12.56,4,60.96
Russia,1986,RUS,Europe,Eastern Europe,79507608.03,20295.93,51.14,4066243.45,62.7,36.82,55.94,19.84,140.13,7.22,8.59,1543112.19,5311408.55,3.68,1,0,0,22.88,2,31.16
Brazil,1995,BRA,South America,South America,214772399,23794.32,14.87,3193718.73,86.77,24.03,29.17,153.62,40.74,9.7,21.9,4048525.61,5075402.68,1.21,1,0,0,36.62,5,39.72
South Africa,1973,ZAF,Africa,Sub-Saharan Africa,132192164.1,7692.27,53.92,7127247.06,81.46,29.48,57.92,153.05,147.73,4.49,29.37,6155725.39,4338387.66,2.75,0,0,1,60.42,5,57.38
South Africa,2002,ZAF,Africa,Sub-Saharan Africa,190493611.3,22885.05,35.93,6843675.39,85,26.37,46.49,21.85,98.44,9.86,5.01,3919262.44,2473038.81,2.9,0,0,1,87.04,3,62.45
Russia,2018,RUS,Europe,Eastern Europe,94453770.74,8479.27,51.97,4908472.85,57.71,33.38,57.23,151.02,142.39,9.85,18.98,6260891.91,4610846.03,4.29,0,0,1,75.15,2,65.34
Japan,1971,JPN,Asia,East Asia,13132253.7,3015.13,20.13,264348.32,87.28,19.05,35,48.99,55.16,5.5,22.26,1789348.21,7102081.83,4.2,0,0,1,89.11,4,96.95
USA,1982,USA,North America,Northern America,207746464.3,47452.31,59.25,12310006.8,66.17,13.86,13.55,51.76,162.36,5.11,19.05,708241.84,4924223.99,1.78,0,1,1,72.26,2,63.53
Australia,1975,AUS,Oceania,Australia & New Zealand,248760740.9,12694.07,42.19,10495583.95,66.63,5.23,15.24,281.59,115.6,9.15,10.36,8750654.72,7981918.52,1.38,0,0,1,16.94,1,92.39
India,1961,IND,Asia,South Asia,58405542.86,2121.23,11.11,648833.74,65.9,9.7,1.46,100.51,30.44,8.99,27.31,2667590.83,3999266.34,1.43,0,0,1,86.36,2,72.83
South Africa,1966,ZAF,Africa,Sub-Saharan Africa,86209253.15,10039.72,45,3879224.32,85.01,16.32,40.01,96.33,123.29,10.36,6.16,7540790.48,9188417.73,3.87,0,0,1,66.56,2,89.37
Japan,1980,JPN,Asia,East Asia,154956683.1,34815.63,23.97,3714693.08,88.36,35.34,33.31,200.7,65.68,2.65,26.1,8108394.74,5238294.6,0.92,0,0,0,24.99,2,45.31
South Africa,2017,ZAF,Africa,Sub-Saharan Africa,99505271.71,6034.13,60.96,6065662.14,63.3,30.25,6.06,196.17,167.03,14.71,31.35,8510794.65,9127527.49,1.79,0,0,1,64.94,5,82.66
USA,1990,USA,North America,Northern America,2470010.09,31593.38,66.72,164793.86,58.32,24.87,49.49,274.69,182.81,5.45,9.41,4330256.33,3974387.11,1.06,1,0,0,47.58,1,61.01
Indonesia,1982,IDN,Asia,Southeast Asia,13162755.62,602.41,8.63,113578.74,53.01,15.86,49.36,126.81,23.64,13.15,31.69,9689273.05,9288969.9,2.33,0,0,1,11.63,5,75.06
Mexico,2021,MEX,North America,Central America,230562760.9,23517.96,52.08,12007336.98,58.57,23.04,7.11,236.22,142.69,10.27,14.1,8922712.03,4933304.17,3.93,0,0,0,34.29,5,75.93
Mexico,2019,MEX,North America,Central America,26028447.32,36206.51,11.69,304365.16,55.58,6.97,12.23,119.45,32.04,5.24,28.72,7096639.27,1961592.27,3.6,0,0,1,31.45,5,36.75
Australia,2016,AUS,Oceania,Australia & New Zealand,278478534.8,46351.5,60.74,16914223.35,51.16,30.46,15.02,79.61,166.42,13.54,28.42,319100.65,5100003.06,1.56,0,0,1,62.08,2,33.2
Mexico,1984,MEX,North America,Central America,133378197.3,24895.39,13.09,1746465,51.87,13.31,31.54,268.47,35.88,10.69,24.8,7371778.23,6678606.49,2.85,0,1,1,71.46,4,67.26
Australia,1994,AUS,Oceania,Australia & New Zealand,227697804.9,42106.36,17.68,4024660.42,70.37,21.77,56.7,150.26,48.43,10.9,12.8,6283393.99,7042352.24,2.59,0,0,0,89.72,3,75.36
Germany,1994,DEU,Europe,Western Europe,38525874.22,40228.27,21.36,822732.01,78.31,8.31,39.92,123.25,58.51,6.53,14.59,9455310.86,5144152.61,3.86,1,0,1,57.27,2,82.32
Brazil,2004,BRA,South America,South America,278025718.6,15140.65,52.31,14543281.96,89.33,29.88,40.87,272.63,143.33,8.44,21.55,4541751.31,5044547.59,0.81,0,1,0,44.1,3,41.56
South Africa,1966,ZAF,Africa,Sub-Saharan Africa,11108840.12,43799.31,24.01,266775.9,56.23,36.35,17.48,282.43,65.8,9.52,5.93,5884951.67,2365691.16,3.84,0,0,1,78.43,3,40.21
Mexico,1964,MEX,North America,Central America,13599011.06,32194.01,43.75,594895.75,77.93,20.96,37.45,140.91,119.86,7.82,19.58,5687336.28,770379.73,1.42,1,1,0,60.56,1,65.4
South Africa,1991,ZAF,Africa,Sub-Saharan Africa,17321148.28,5657.14,42.18,730541.49,72.16,7.91,12.68,15.71,115.56,7.7,29.27,240797.72,573104.33,3.47,0,0,1,42.78,2,50.69
Brazil,2012,BRA,South America,South America,31919040.13,46986.08,31.15,994182.51,69.13,38.08,42.66,19.41,85.34,13.69,5.08,2136822.15,3821603.67,0.94,0,0,0,66.19,3,89.05
Japan,1964,JPN,Asia,East Asia,146562661.5,9245.5,40.07,5872300.03,78.87,20.65,14.09,186.62,109.78,15.44,30.86,1823730.22,2791084.62,3.84,1,1,0,72.25,1,52.76
Germany,1984,DEU,Europe,Western Europe,236694656.2,23782.87,12.68,3001872.38,59.55,7.81,0.84,257.09,34.75,8.54,20.09,3548867.8,8951191.03,3.67,1,0,1,79.42,3,58.36
Mexico,1990,MEX,North America,Central America,86199401.61,23585.09,61.95,5340167.26,62.45,11.59,31.42,263.82,169.75,14.66,22.04,2756880.71,391044.05,1.71,0,0,1,29.1,2,39.26
Mexico,1979,MEX,North America,Central America,223987269.7,31449.21,18.46,4134800.87,65.38,9.19,17.88,271.33,50.58,12.82,12.77,3232494.96,8193396.22,4.54,0,0,0,28.38,3,43.93
France,1981,FRA,Europe,Western Europe,232444231.5,33415.36,62.21,14461455.21,57.3,11.91,37.74,244.18,170.47,9.77,19.49,741625.87,5111883.56,2.63,0,0,0,27.68,2,56.84
France,1997,FRA,Europe,Western Europe,272574921.6,12028.94,38.72,10553537.71,69.14,10.45,44.76,262.95,106.09,11.5,22.71,1529226.74,7938857.96,3.22,0,0,1,59.35,4,43.18
Indonesia,1972,IDN,Asia,Southeast Asia,45656224.12,17945.9,44.91,2050230.85,55.27,37.3,48.83,254.08,123.04,3.88,39.26,5064962.91,1520789.53,1.7,0,1,1,14.56,4,82.27
France,1998,FRA,Europe,Western Europe,41524818.2,7657.22,21.72,902097.89,62.73,12.32,58.89,253.65,59.52,10.86,26.68,5092138.78,8998524.07,2.83,1,0,0,75.94,2,78.44
Australia,1961,AUS,Oceania,Australia & New Zealand,37506421.6,6737.78,19.45,729552.98,54.53,20.47,33.33,104.97,53.3,5.62,27.07,970281.83,3494400.81,0.69,0,1,1,79.51,1,77.65
China,1981,CHN,Asia,East Asia,108433872.1,41340.83,36.9,4000742.85,51.44,30.55,28.95,124.17,101.09,15.04,39.89,6055376.44,9778700.31,1.49,0,1,1,88.21,1,75.02
Russia,2020,RUS,Europe,Eastern Europe,147334386.6,37660.71,22.38,3297102.03,64.21,28.69,14.73,101.95,61.32,11.2,6.26,9781891.4,7649607.59,1.15,0,0,0,71.37,3,80.64
Australia,1968,AUS,Oceania,Australia & New Zealand,139021197.1,22412.83,32.5,4518750.15,74.7,38.48,44.81,54.83,89.06,10.81,35.49,3920301.86,8479233.99,1.39,0,0,0,21.29,4,50.13
China,2010,CHN,Asia,East Asia,77857570.69,5247.51,33.61,2617127.46,56.08,38.81,28.96,106.3,92.1,14.54,32.68,1624785.68,338149.56,0.9,0,1,1,81.08,3,76.49
Brazil,1961,BRA,South America,South America,186971908,22771.13,22.61,4227364.93,89.74,24.97,19.62,273.15,61.95,12.23,6.65,9954923.58,81944.65,1.86,0,0,0,51.77,2,96.72
India,2004,IND,Asia,South Asia,102143815.6,15075.56,23.96,2447615.97,60.97,31.33,25.93,291.61,65.66,7.99,20.47,5263598.48,1870952.06,4.22,0,0,1,87.28,3,47.39
Mexico,1991,MEX,North America,Central America,110458813.4,39007,68.24,7537611.31,50.91,18.51,22.23,53.64,186.98,13.81,23.11,2429232.51,7000745.7,2.94,0,0,1,56.22,5,89.51
India,1967,IND,Asia,South Asia,32553488.78,5283.65,43.18,1405809.11,51.12,20.02,58.71,201.99,118.33,15.09,6.15,8773154.2,6107179.51,3.02,0,0,0,52.8,3,62.69
Australia,1975,AUS,Oceania,Australia & New Zealand,178077169.2,22842.74,59.07,10519347.88,76.66,8.65,13.58,290.42,161.86,15.63,20.68,1262806.05,7927400.63,2.49,0,1,0,14.17,5,77.4
Russia,1992,RUS,Europe,Eastern Europe,196928832.2,29773.66,7.97,1570162.52,76.79,28.57,24.87,69.93,21.85,5.43,35.81,1856204.78,7994804.92,3.75,0,0,0,37.33,1,89.61
Japan,1970,JPN,Asia,East Asia,227627115.9,49293.4,5.13,1166611.77,86.11,14.47,18.44,253.61,14.04,9.25,5.99,7571461.73,8261827.25,4.59,0,1,1,84.9,3,52.12
Mexico,1967,MEX,North America,Central America,230035332.2,6141.04,58.74,13512814.8,65.05,8.44,17.97,129,160.95,16.09,34.35,4301180.52,6440683.99,1.4,0,1,1,37.76,4,71.94
USA,1991,USA,North America,Northern America,71487356.18,49408.43,44.71,3196179.99,85.57,30.28,29.36,275.71,122.5,4.18,5.1,704200.62,5055435.36,0.86,0,1,0,40.3,4,91.29
France,1984,FRA,Europe,Western Europe,274611071.5,37313.86,14.06,3860564.03,59.34,31.95,37.01,140.07,38.52,8.19,30.04,7646716.46,9668150.88,4.39,0,0,0,63.57,2,30.56
Japan,2016,JPN,Asia,East Asia,237249937.3,39282.03,68.61,16276979.43,85.6,36.71,46.36,156.66,187.98,14.53,37.9,5263814.45,6502963.77,2.27,0,0,0,63.78,5,74.3
Mexico,1979,MEX,North America,Central America,234891682.7,16070.69,39.43,9261906.04,77.23,16.93,4.28,271.27,108.04,12.67,37.52,3921919.59,7095891.84,0.88,0,0,0,17.63,5,96.01
Russia,1960,RUS,Europe,Eastern Europe,216194384.4,11107.86,11.67,2522797.89,60.57,32.79,18.86,176.4,31.97,8.13,13.69,6777617,7331249.27,4.61,0,1,0,56.48,3,69.79
Germany,1980,DEU,Europe,Western Europe,80893395.38,14166.51,31.92,2582345.64,51.79,20.01,21.16,284.07,87.47,14.78,23.12,4724331.19,2830799.04,2.3,1,1,1,59.44,4,65.38
Japan,1966,JPN,Asia,East Asia,254375692.4,38337.47,9.68,2461880.19,69.9,32.03,41.53,102.18,26.52,7,22.13,7816778.74,7215820.93,4.25,0,0,1,31.82,5,42.82
France,2016,FRA,Europe,Western Europe,43722518.75,42103.73,32.18,1406952.06,78.52,15.74,12.45,153.16,88.17,7.87,29.82,61818.15,2306462.08,1.66,0,0,0,42.22,2,50.69
USA,2017,USA,North America,Northern America,105655265.2,35125.49,51.25,5414992.59,60.75,37.6,12.86,16.59,140.43,13.01,25.37,6084048.27,5215121.75,1.61,0,0,1,24.18,5,64.19
Russia,1984,RUS,Europe,Eastern Europe,104595887.4,22340.76,26.03,2722547.37,56.75,39.55,5.71,296.75,71.32,6.04,38.74,8456676.6,1363154.2,4.89,0,1,0,24,3,84.59
USA,1968,USA,North America,Northern America,168479510.4,13496.89,25.35,4271233.08,53.01,18.52,32,77.65,69.46,12.65,22.66,6814568.87,5271868.1,1.58,0,0,1,18.29,1,80.47
South Africa,1981,ZAF,Africa,Sub-Saharan Africa,139569623.2,21549.83,38.43,5363946.78,83.68,11.96,43.61,279.36,105.3,13.26,18.08,5679037.89,8969970.96,4.56,0,0,1,44.47,5,72.1
France,1961,FRA,Europe,Western Europe,138482631.8,45769.07,37.4,5179470.14,52.19,28.99,41.86,126.07,102.48,12.27,39.72,2232944.59,3701316.37,2.31,1,0,0,61.9,4,75.77
China,2012,CHN,Asia,East Asia,166518157,43228.18,35.36,5888793.82,74.38,25.43,44.57,57.91,96.9,7.7,25.78,5509240.41,4479246.14,1.64,0,0,1,84.98,1,86.58
Germany,1978,DEU,Europe,Western Europe,125210118,16507.12,38.59,4832469.8,80.53,39.7,10.17,131.76,105.75,9,19.33,8150287.75,6159393.88,2.68,0,0,0,58.83,3,98.61
Mexico,2019,MEX,North America,Central America,75744986.16,16733.07,8.12,614848.17,81.22,33.41,35.19,103.96,22.24,9.4,17.38,8581102.59,9990534.45,1.84,0,1,1,51.24,4,30.3
Japan,2018,JPN,Asia,East Asia,237399380.3,21615.42,69.48,16494674.84,76.11,30.43,58,233.63,190.38,8.41,36.12,9843530.75,4099565.35,1.21,1,1,1,41.99,2,33.47
USA,1964,USA,North America,Northern America,144219767.8,28849.78,54.68,7886198.2,68.96,17.28,6.31,70.16,149.83,5.38,11.19,1186834.3,9833955.58,1.11,0,0,0,49.78,2,96.41
Russia,2004,RUS,Europe,Eastern Europe,195195472.8,21404.73,23.69,4624570.57,66.67,37.75,52.66,166.63,64.92,6.14,18.04,6835454.31,7462715,2.72,0,0,0,46.49,5,36.39
Germany,2021,DEU,Europe,Western Europe,161073621.3,12495.77,49.05,7900887.76,55.49,21.3,2.3,204.28,134.4,14.84,7.29,434636.42,1064470.69,1.54,0,1,1,40.45,3,38.61
Russia,1969,RUS,Europe,Eastern Europe,18639935.12,9848.26,26.44,492908.22,71.41,18.98,31.87,178.01,72.46,3.34,14.6,8543085.91,9846245.6,0.99,0,0,0,63.18,2,73.64
South Africa,2018,ZAF,Africa,Sub-Saharan Africa,127502313.8,7407.32,17.45,2224713.66,52.84,11.8,51.17,275.84,47.81,9.6,37.11,7775835.63,7023722.9,0.59,0,0,1,78.73,2,49.22
China,1960,CHN,Asia,East Asia,3945897.357,1065.43,55.28,218132.61,68.73,15.64,38.08,42.77,151.47,8.93,27.58,8147126.91,6400661.8,1.38,1,0,0,84.57,3,68.7
USA,1985,USA,North America,Northern America,152940279.5,8984.73,60.81,9300403.6,67.71,28.1,7.64,187.46,166.62,15.91,24.5,2142241.95,5086528.27,3.97,0,0,1,72.25,4,88.43
South Africa,2019,ZAF,Africa,Sub-Saharan Africa,38922629.02,13268.55,29.73,1157038.4,70.33,26.19,39.55,226.14,81.45,8.64,39.55,2124982.6,1884230.4,4.72,0,1,1,59.03,2,96.3
Indonesia,1977,IDN,Asia,Southeast Asia,163115268.1,4252.3,54.19,8840002.96,83.69,19.11,36.14,244.75,148.49,9.82,27.25,9081327.27,2841048.52,3.37,0,0,1,36.82,4,31.13
Mexico,2018,MEX,North America,Central America,269629374.9,17407.19,21.87,5897811.83,75.86,38.85,27.52,71.23,59.93,4.06,30.24,5222505.61,5830213.34,1.82,0,0,1,75.36,3,41.51
Germany,1980,DEU,Europe,Western Europe,102806738.7,26237.95,47.43,4875896.28,55.1,29.26,14.1,65.13,129.95,14.94,35.21,1902099.67,2236624.83,3,1,0,1,85.44,5,76.38
Australia,2005,AUS,Oceania,Australia & New Zealand,294728261.1,47256.29,18.81,5545184.05,71.72,13.5,13.21,253.19,51.55,7.49,17.41,792845.91,2781818.07,2.28,0,0,0,25.1,4,68.76
Indonesia,1971,IDN,Asia,Southeast Asia,287854592.1,17680.06,6.42,1847807.99,64.58,18.25,58.2,107.88,17.59,2.7,15.37,4168821.65,9175816.38,0.97,0,0,0,76.7,2,70.62
Indonesia,1997,IDN,Asia,Southeast Asia,235807642.9,2035.64,57.95,13664880.95,58.27,23.05,57.9,201.3,158.78,10.22,11.05,1362555.83,4067011.75,1.24,0,0,1,60.51,2,68.43
Australia,1973,AUS,Oceania,Australia & New Zealand,244326193.4,18437.04,60.65,14818524.5,75.92,24.09,56.22,53.74,166.18,14.38,29.72,3548458.33,7890639.07,3.71,0,0,1,82.8,1,32.12
China,2008,CHN,Asia,East Asia,123753062.7,40952.6,62.24,7702059.3,65.46,14.65,30.96,242.29,170.53,11.11,33.65,1351560.28,4574412.05,4.85,0,1,1,63.58,5,89.71
France,1991,FRA,Europe,Western Europe,121359787.5,17337.29,7.36,893127.68,80.69,13.73,59.3,288.66,20.16,9.95,18.61,5420281.38,6108822.25,3.5,0,0,0,87.05,5,80.86
Japan,1998,JPN,Asia,East Asia,286364810.1,14940.67,54.46,15595404.19,73.46,15.48,17.85,291.78,149.22,3.53,5.03,650464.05,9739489.21,3.53,0,0,1,25.07,3,90.69
France,1994,FRA,Europe,Western Europe,110492678.6,45990.26,59.33,6555704.82,54.17,38.72,25.61,160.51,162.57,15.98,36.78,611467.54,166325.48,4.12,1,0,1,28.68,1,85.8
Australia,1976,AUS,Oceania,Australia & New Zealand,29964993.83,15212.85,25.26,756927.09,64.01,17.58,10.46,79.4,69.21,7.86,30.32,8164846.68,716767.56,4.04,0,0,1,39.25,4,53.08
France,2014,FRA,Europe,Western Europe,46657625.37,48527.95,35.58,1660047.26,60.79,18.09,27.85,50.89,97.49,4.66,36,836027.04,2767686.89,3.68,0,0,1,69.48,3,39.77
China,2014,CHN,Asia,East Asia,213409290.6,41715.47,31.51,6725483.83,56,30.21,11.1,81.26,86.35,4.55,35.72,9690779.93,5049033.79,4.17,0,0,1,36.71,1,93.37
Japan,1969,JPN,Asia,East Asia,115511299.6,34370.37,33.61,3881948.05,82.01,10.7,3.97,190.27,92.08,11.46,22.2,5778984.24,9626295.54,2.81,0,1,1,18.24,4,94.21
Mexico,1994,MEX,North America,Central America,60603509.07,30117.15,60.04,3638378.47,65.14,27.51,0.6,136.4,164.5,8.99,31.42,2940985.94,3795468.36,1.15,0,0,0,31.21,1,62.24
India,1975,IND,Asia,South Asia,244322052.5,11626.64,32.16,7857756.08,74.53,28.31,22.71,148.45,88.12,3.44,34.67,2720735.65,4239381.07,3.89,0,0,1,72.68,4,65.85
South Africa,1965,ZAF,Africa,Sub-Saharan Africa,147113373.7,36654.72,24.65,3626881.21,85.28,7.26,53.86,147.54,67.55,3.69,6.53,6648480.02,6504793.63,1.51,0,1,0,88.14,2,60.7
Australia,2022,AUS,Oceania,Australia & New Zealand,170724720.2,17683.34,13.47,2300499.77,71.72,11.65,26.24,240.1,36.92,7.85,33.41,8629318.81,9815790.32,4.6,0,1,0,24.14,5,82.93
South Africa,1963,ZAF,Africa,Sub-Saharan Africa,47030857.04,24539.29,48.86,2298141.93,60.32,21.33,38.74,251.09,133.89,13.47,22.51,5213382.06,2657318.17,0.83,1,1,0,84.17,3,74.29
